SUSY,lepton 1 pT,lepton 1 eta,lepton 1 phi,lepton 2 pT,lepton 2 eta,lepton 2 phi,missing energy magnitude,missing energy phi,MET_rel,axial MET,M_R,M_TR_2,R,MT2,S_R,M_Delta_R,dPhi_r_b,cos(theta_r1)
1.0,0.7191435694694519,0.4481848478317261,0.5492008924484253,0.4574833810329437,0.3018170297145844,-0.995476484298706,0.960890769958496,-0.8792700767517092,0.2839176654815673,-0.3987065553665161,0.5198410749435425,0.9031190276145936,1.5416669845581057,0.0,0.5888016819953918,0.1406580805778503,1.2567799091339111,0.6239529848098755
1.0,1.053202748298645,-0.0304534845054149,0.8677055239677428,0.8036480545997619,0.2682862281799316,-1.3343831300735471,0.8358375430107117,-0.5371775031089783,1.24259614944458,-0.5160695314407348,0.811961591243744,1.1134493350982666,1.2168900966644287,1.5357152223587036,0.8304166197776794,1.159586191177368,1.189852595329285,0.396041989326477
0.0,1.030619740486145,-0.4820282459259032,0.6104921698570251,1.2976619005203247,-1.7023897171020508,-1.228160738945007,0.7542769908905029,-1.454253911972046,0.463968425989151,-0.0286953933537006,1.2128741741180422,0.9631287455558776,0.7046672701835633,0.0,1.2354209423065186,0.5812326669692993,1.2605544328689575,0.1639470010995865
0.0,0.7104305624961853,0.6904485821723937,0.9240087270736694,0.814838469028473,0.6187885999679565,-1.2095552682876587,0.7479249835014342,-0.1434341371059417,1.122727632522583,-0.3598432838916778,0.6252700090408325,0.8757830262184142,1.2429249286651611,1.3755340576171875,0.6651053428649902,1.070792078971863,1.2695320844650269,0.1392630040645599
0.0,0.810918390750885,-0.8165467977523803,0.5139837861061096,0.5904715061187744,-0.8312662839889526,1.3770802021026611,0.7313500046730042,-0.5432624220848083,1.0978466272354126,-0.1917877495288849,0.6078277230262756,0.906437873840332,1.3233468532562256,1.7656643390655515,0.569747507572174,1.31369948387146,0.7413127422332763,0.2782410085201263
0.0,0.5477237105369568,-1.281867742538452,0.8035885691642762,0.9029814004898072,0.025289474055171,-0.2035563737154006,0.4923706650733948,-1.5855939388275146,0.7391090989112855,-0.1562413424253463,0.7471541166305542,0.7318534851074217,0.869218111038208,1.396014094352722,0.7348615527153014,1.0450209379196167,0.5078321099281312,0.0332592986524105
1.0,0.4876598715782166,1.1785935163497925,1.114664316177368,0.4922117590904236,-0.8236625194549559,-0.2083794474601745,3.8868699073791495,0.1428025960922241,3.410619974136353,1.9351601600646968,0.7233516573905946,1.2552895545959473,1.5399653911590576,0.0,1.0149190425872805,2.26710057258606,1.482878804206848,0.3525579869747161
1.0,0.49055615067482,1.6183911561965942,0.1131215691566467,0.4368255734443665,0.7034155130386353,1.0994334220886233,0.7181100249290465,-0.108956329524517,0.4341493546962738,0.7407621145248412,0.4449352025985718,0.45428866147995,0.90604829788208,0.5144249200820922,0.3945899307727814,0.4395254850387573,1.0185115337371826,0.251473993062973
1.0,0.733757197856903,1.291839361190796,-1.041827082633972,0.5658963918685913,1.3260171413421633,0.1917033493518829,1.4739081859588623,1.5035459995269775,2.2125179767608643,-0.4949795305728913,0.5600422620773317,1.140175223350525,1.8066265583038328,1.9195451736450195,0.6779930591583252,1.5956964492797852,1.254753351211548,0.2062949985265732
1.0,2.264689922332764,-0.9054077267646786,0.6361367702484131,2.869340181350708,0.1882199496030808,-1.3834199905395508,1.2734160423278809,-0.6456373333930968,1.617258071899414,-0.9630199670791626,2.5255002975463867,2.031461238861084,0.7137989401817321,2.6129169464111333,2.552733898162842,2.0523648262023926,1.5576438903808592,0.1106079965829849
0.0,0.661450207233429,0.0531249567866325,-0.943865180015564,0.9133145809173586,0.0949941053986549,1.601880669593811,1.2102720737457278,-0.2086737304925918,1.7594298124313354,-0.2404490113258362,0.6300764083862305,1.0988153219223022,1.5475615262985227,2.012832641601562,0.6685946583747864,1.5049889087677,1.0467162132263184,0.3162640035152436
0.0,0.5151163339614867,1.5382943153381348,-1.0668586492538452,0.7730941176414491,0.6455122232437134,1.2783275842666626,0.3125458657741546,0.8984662294387817,0.302026093006134,0.2419650554656982,0.5809490084648132,0.4657407104969025,0.7114143967628479,0.5463025569915771,0.5471538305282593,0.5247241854667665,0.6053808331489563,0.1629949957132339
0.0,0.6885781884193422,1.2184950113296509,-0.3582504987716674,0.9093994498252866,1.0381525754928589,0.0744430571794509,1.0060744285583496,-1.6830904483795164,0.6020565032958984,-0.6198502779006958,0.6457045674324036,1.2056648731231687,1.6569483280181887,2.6021924018859868,0.6345537900924682,1.9353965520858765,0.7795794010162354,0.1295499950647354
1.0,3.605647563934327,-0.5441952347755432,-1.3772332668304446,2.9839441776275635,0.3371165692806244,0.2499622255563736,4.2186670303344735,-0.6575256586074829,6.085502147674561,2.2078132629394527,3.170518398284912,3.4790129661560063,0.9737401008605954,0.0,3.1985011100769034,3.351502180099488,1.2056851387023924,0.0949477031826972
1.0,0.4324248731136321,0.0776679292321205,1.7249324321746826,0.5442720651626586,0.9381417632102966,-1.3399758338928225,0.319726824760437,1.3860037326812744,0.2261571586132049,0.5070672631263732,0.4495372176170349,0.2609201967716217,0.5150607824325562,0.4710628092288971,0.2897935509681702,0.4430030286312103,0.4896502792835236,0.0787708982825279
0.0,0.5545104742050171,-1.1999711990356443,1.4583535194396977,0.6106257438659668,0.5118750929832457,-0.6892536282539368,0.4322652518749237,-1.2567385435104368,0.5597498416900635,0.6633507609367371,0.7441372275352479,0.4099066853523254,0.4888183176517487,0.0,0.7237619161605836,0.2142598628997803,0.9823271632194522,0.055605299770832
0.0,0.4931366741657257,1.3374168872833252,0.3257805109024048,0.7635023593902589,-0.8575788736343383,-1.3864618539810178,0.354979395866394,-1.5197113752365112,0.1339368522167206,-0.0323089361190795,0.9892547726631166,0.4716002643108369,0.4230413436889648,0.0979112759232521,0.9992606043815612,0.3344226777553558,1.5677108764648435,0.0559572987258434
0.0,0.7093560695648193,1.40035080909729,-1.2858757972717283,0.9839070439338684,1.898187637329101,0.1747756898403167,0.7732670307159424,0.2713086307048797,0.1885350346565246,0.1030071452260017,0.7112706303596497,0.8241504430770874,1.0282230377197263,0.2527595460414886,0.738263964653015,0.3591570854187012,1.2103716135025024,0.3230929970741272
0.0,0.883499026298523,0.0336900241672992,1.3023380041122434,0.926281452178955,0.6048694849014282,-0.5034611225128173,1.1759066581726074,1.0947672128677368,0.6663655042648315,1.295667052268982,0.7931673526763917,0.9243934750556942,1.0342060327529907,0.4585462808609009,0.8134078979492188,0.5015316605567932,1.418297290802002,0.2438679933547974
0.0,0.428692191839218,1.6587213277816766,1.4570226669311523,0.466610163450241,0.0569563135504722,0.5773484110832215,0.6057084202766418,-0.5162625908851624,0.9092413187026976,-0.2866103053092957,0.5427445173263549,0.6802141666412354,1.1121567487716677,1.286321043968201,0.5670602917671204,0.9975589513778688,1.373155474662781,0.1522320061922073
0.0,1.4640134572982786,0.6212186813354492,-0.4424557387828826,0.6912235021591187,0.0089378776028752,0.2636099159717559,1.0290207862854004,1.1780573129653928,0.1884700059890747,-0.6093339323997498,1.02622389793396,1.4739211797714231,1.2745325565338137,2.137489318847656,0.9075056910514832,1.6941601037979124,0.4596332609653473,0.6473299860954285
1.0,1.4318045377731323,0.7114116549491881,1.1945799589157104,2.1284844875335693,1.0811802148818968,-0.7086043953895569,2.6303174495697017,-0.7047147154808046,0.0205589160323143,-0.2734760344028473,1.448734641075134,2.1574785709381104,1.3215169906616209,0.0,1.6130323410034175,0.5738681554794312,1.4294028282165527,0.4460520148277282
1.0,0.7711411118507386,-0.7233273983001709,-0.0169814229011535,1.1443288326263426,0.3040273189544678,-1.4245727062225342,1.8414729833602903,0.587321937084198,2.441423892974853,-0.7025731205940247,0.9061925411224364,1.4032050371170046,1.3741048574447632,1.867525577545166,1.0435354709625244,1.6915282011032102,1.3967851400375368,0.2570079863071441
1.0,0.7759240269660947,-0.6612470149993896,0.8654635548591613,0.6963664889335631,0.5426774024963378,0.0723743736743927,0.8681073784828186,-1.1083440780639648,1.3031344413757324,-0.5558287501335144,0.7775698900222778,1.0785454511642456,1.2308776378631592,2.046804428100585,0.7873951196670531,1.5720701217651365,1.4580179452896118,0.2493460029363632
0.0,1.5935872793197632,0.0034419749863445,1.570098519325256,2.6793694496154785,0.0188120063394308,-0.1173959225416183,0.278402715921402,1.2219182252883911,0.2501192092895508,0.4961006343364717,1.6664333343505855,0.7389874458312988,0.3935182988643646,0.0,1.6723204851150513,0.0528495460748672,1.241003155708313,0.0376355983316898
1.0,1.4789848327636717,0.6066750884056091,0.0416295789182186,0.7591693997383117,0.6944507360458374,0.5979911088943481,0.6272581219673157,-1.1718368530273435,0.5569171905517577,-0.160519391298294,1.0109593868255615,1.138358473777771,0.9992220401763918,2.177109241485596,0.7055867314338684,1.664117097854614,0.305069625377655,0.5458340048789977
0.0,0.3132393956184387,-1.9901353120803835,0.6699872016906738,0.4587906002998352,-1.936261773109436,-0.1507080048322677,0.445285141468048,1.0040483474731443,0.3739190995693207,0.4475849270820617,0.3064632713794708,0.3597668707370758,1.041738986968994,0.4719722270965576,0.2533452510833739,0.3731562495231629,0.8544558882713318,0.4056000113487244
1.0,1.3092198371887207,0.7581185102462769,-1.4856704473495486,0.5229349136352539,0.9478626847267152,0.5590245127677917,1.5242364406585691,-0.4941295087337494,0.221416100859642,-0.2356737256050109,0.8514747619628905,1.3898644447326658,1.448493242263794,1.705451011657715,0.8786454200744628,1.531380772590637,1.01983380317688,0.4984959959983826
1.0,1.101121425628662,-0.3171032667160034,0.2714801728725433,0.9431484937667846,0.518699586391449,-0.5371204614639282,1.4744895696640012,-1.3013887405395508,2.180015087127685,-0.7901697158813475,0.9700942635536192,1.5647702217102053,1.4313788414001465,2.490620374679565,1.0027999877929688,1.9754385948181152,0.9706035256385804,0.4980970025062561
0.0,1.2392274141311643,0.9248817563056944,0.933633744716644,0.9980846047401428,-0.2638114392757416,-1.0130053758621216,0.7428864836692809,0.0953403264284134,1.1142468452453609,0.1163190007209777,1.182331919670105,0.9762687087059022,0.7327324748039244,1.1921718120574951,1.170156717300415,1.014884352684021,0.8652068972587585,0.0999386981129646
1.0,1.6465089321136477,0.4120298027992249,1.351291298866272,0.5508015751838684,1.6165921688079834,-0.8056399226188659,2.8475246429443364,0.2095930576324462,4.274485588073729,-1.4561169147491455,1.2029975652694702,2.2702231407165527,1.6746373176574707,2.800625801086426,1.4120792150497437,2.795495748519897,1.1992609500885008,0.552478015422821
1.0,0.5261131525039674,1.4216511249542236,-0.3007986843585968,0.8518253564834593,-1.7640684843063352,1.4558801651000977,2.654683351516724,0.3973895609378815,3.7848212718963614,-0.8645473122596739,1.8744820356369016,1.3252152204513548,0.6273669004440308,0.5627768635749818,2.0178694725036617,2.4180834293365483,1.5822412967681885,0.035811498761177
0.0,0.6515902280807496,-1.1685210466384888,-1.5170083045959473,0.6183724403381348,-1.68139898777008,1.1417734622955322,0.5504864454269408,0.4249303340911865,0.798411786556244,-0.0483280718326568,0.559494137763977,0.7310345768928527,1.15946626663208,1.1635459661483765,0.508189857006073,0.9145650863647462,0.6454257369041443,0.4386669993400574
1.0,0.8343175649642944,-0.1835923343896865,0.1676566153764724,1.2697566747665403,-0.8498350381851197,0.2697276473045349,0.8242702484130859,1.6186982393264768,1.2373312711715696,-0.3614175021648407,0.9007514119148254,1.226664185523987,1.2084720134735103,2.6949384212493896,0.7067899107933044,2.025256633758545,0.4164760112762451,0.1204840019345283
1.0,1.41338312625885,0.0135963205248117,-0.6259751319885253,2.2842776775360107,0.1053461208939552,1.2714320421218872,1.238161325454712,-0.3229992985725403,0.9493828415870668,0.0054544154554605,1.4515250921249387,1.5007379055023191,0.9174795746803284,1.1025997400283811,1.4942718744277954,0.8319028019905089,1.300518274307251,0.2084320038557052
1.0,0.6317047476768494,1.1538540124893186,1.5049819946289062,1.0128430128097534,-0.2182315737009048,1.1074775457382202,1.1351810693740845,-0.7081421017646791,1.3895586729049685,-0.6687223315238953,0.87391859292984,1.2661261558532713,1.2856441736221311,2.7373042106628414,0.8822182416915892,2.039162397384644,0.8871798515319823,0.0500973984599113
1.0,0.8198922872543336,0.5715106129646301,-1.6812958717346191,0.6188974380493164,0.0527027212083339,1.1681081056594846,0.9582272768020628,-0.0724154338240623,1.438417315483093,-0.642885684967041,0.6467960476875305,1.1598526239395135,1.5912978649139404,2.19657802581787,0.6566895842552184,1.6502915620803833,0.9890756011009216,0.5618159770965576
1.0,1.372122645378113,1.3363069295883176,0.7661985158920288,0.72527676820755,0.7144775986671448,-0.6229585409164429,1.2437026500701904,-1.6397316455841062,1.8669339418411253,-0.3720380663871765,0.9889084696769714,1.3699212074279783,1.2292951345443723,1.8178724050521853,0.9984049797058104,1.5328449010849,0.9526785612106324,0.3666419982910156
1.0,1.6465471982955933,0.3205779790878296,-1.4907287359237669,1.7834941148757937,0.2704339325428009,-0.1869135946035385,1.0338814258575442,0.4919045567512513,1.456376791000366,-0.6880021691322327,1.416140913963318,1.5837372541427612,0.9924152493476864,2.151956558227539,1.4180885553359983,1.6062715053558347,0.7788599729537965,0.2719689905643463
0.0,1.442396640777588,-0.0104905432090163,0.9919028282165528,1.705812931060791,-0.7007143497467041,-1.018404841423035,0.670962929725647,-0.3514281213283538,0.9372940063476562,-0.3575977385044097,1.3960946798324585,1.1643673181533811,0.7401010990142822,1.4054644107818604,1.4022128582000732,1.0877636671066284,1.118188261985779,0.1558620035648346
0.0,0.6160293817520142,0.1021541506052017,-1.6587493419647217,0.651287853717804,-0.875496745109558,-0.5464634895324707,0.7476399540901184,0.4063218235969544,1.1131514310836794,-0.4327864944934845,0.6149517893791199,0.8624599575996401,1.2445560693740847,1.46259343624115,0.6524549126625061,1.1334701776504514,1.4963454008102417,0.2433869987726211
0.0,1.030356168746948,0.4956064224243164,0.095274731516838,0.5053714513778687,1.8541548252105715,-0.6286230087280275,1.0111448764801023,1.4296164512634275,1.5178514719009402,-0.5848961472511292,0.8812911510467529,1.2255307435989378,1.2340154647827148,2.1858444213867188,0.8702629208564759,1.7500766515731812,0.7808459401130675,0.3524569869041442
1.0,1.8714745044708248,-0.4602090418338776,-0.4441073536872864,1.9100171327590945,-1.190802574157715,1.0669428110122678,1.9605095386505127,1.601859211921692,2.4073805809021,-1.6502782106399536,1.7250139713287351,2.2132408618927,1.1385492086410522,2.1707162857055664,1.8459874391555784,1.9436666965484617,1.5603342056274412,0.3197070062160492
0.0,0.5353315472602844,0.9084587097167968,1.4399539232254028,0.6485406160354614,0.0316904112696647,0.0176804680377245,0.9678539633750914,-0.4261866211891174,1.0583587884902952,-0.5244755148887634,0.5469082593917848,0.8486448526382446,1.3769806623458862,0.8808562755584717,0.6237984299659729,0.8074776530265807,1.4376306533813477,0.4001039862632752
1.0,0.71297550201416,-0.9384051561355592,0.339328408241272,0.7455896139144897,-1.9263758659362795,0.7445271611213683,1.4330092668533323,-0.1169895082712173,1.599966049194336,0.9488964676856994,0.7155395746231079,0.7854965329170227,0.9741519689559938,1.5801032781600952,0.5757100582122802,1.2098826169967651,0.9470649361610411,0.1886709928512572
1.0,1.6876420974731443,-0.5919246673583985,0.8509238958358765,0.7201744318008424,-0.555386483669281,0.5014894604682922,2.425264596939087,0.3421314358711242,1.0769482851028442,1.9977037906646729,1.1067553758621216,1.0384869575500488,0.8326552510261535,0.737320065498352,0.5619867444038391,0.5746958255767822,0.8819108605384826,0.8542730212211609
1.0,1.2199097871780398,0.4960933029651642,-1.2442889213562012,0.5768060088157654,0.2128132283687592,1.2857974767684937,1.8767392635345457,-0.4074837565422057,2.8106958866119385,-0.0828857570886612,0.8252214193344115,1.4712232351303105,1.582077622413635,2.74346375465393,0.8461652994155884,2.1286752223968506,1.0215817689895628,0.330935001373291
